Creator,SwallowIDs,URLs
"Skuce, Traci",9132; 9150; 9158,http://viaf.org/viaf/16156674982333581962
"Skye, Liberty",10982; 12720,
"Slade, Michael",12580,http://viaf.org/viaf/73871756
"Slapak, Sivan",8297,
"Slepchik, Arlene",12944,
"Slind, Theressa",13302,http://viaf.org/viaf/14161816318627722136
"Sloan, Tyler",8451,http://viaf.org/viaf/172150323848309971486
"Sloane, Ty",10411,
"Slobodzian, George",13585; 13586; 13587; 8252,http://viaf.org/viaf/2801159477892427990006; http://viaf.org/viaf/53508759
"Small, Sami Jo",12271,http://viaf.org/viaf/26158979029755792456
"Smarsh, Sarah",12570,http://viaf.org/viaf/107955055
"Smart, Christine",13464,http://viaf.org/viaf/106649245q
"Smart, Neko",10877; 13779; 13811,
"Smekal, Pat",13544,http://viaf.org/viaf/105956556
"Smet, Eddy",11574; 11588,
"Smit, Olivia",14131,
"Smith, Brad",9969,http://viaf.org/viaf/317285849
"Smith, Brady",12351,http://viaf.org/viaf/7230155919321939730007
"Smith, Charles C.",10000; 10042; 9015; 9729,http://viaf.org/viaf/45759425
"Smith, Charlie",8677,
"Smith, Christine Miskonoodinkwe",10477,"https://viaf.org/viaf/20156218663904740900/#Smith,_Christine_Miskonoodinkwe,_1973-"
"Smith, Colin",12369,
"Smith, Dale",9089,http://viaf.org/viaf/2133842
"Smith, Deanna",13608; 13763; 8352; 9894,http://viaf.org/viaf/14458108
"Smith, Dianah",9927,
"Smith, Graham Hingangaroa",12463,http://viaf.org/viaf/18997812
"Smith, Heather",11279; 11958; 13429; 8649,http://viaf.org/viaf/300066770; http://viaf.org/viaf/5649155226717484490002
"Smith, Janet",10286,
"Smith, Kim",9654,"https://viaf.org/viaf/171731305/#Smith,_Kim,_1986-"
"Smith, Kristen",13650; 9953,
"Smith, Laurie",11945,
"Smith, Lori Joy",11425,http://viaf.org/viaf/187067501
"Smith, Mahaila",10140; 10603,http://viaf.org/viaf/29164717690002090924
"Smith, Morgan",10483,
"Smith, Nicole L.",11277,"https://viaf.org/viaf/39164778437908341079/#Smith,_Nicole_(Nicole_L.)"
"Smith, Russell",11305,https://www.wikidata.org/wiki/Q7381785
"Smith, Sonya",11131,
"Smith, Zadie",8533, http://viaf.org/viaf/14951645
"Smyth, Fiona",10228,http://viaf.org/viaf/311582227
"Smyth, Janet",8933; 8937; 8948; 8968,
"Snowbar, Celeste",13635,
"Snowber, Celeste",13898; 9040; 9880,http://viaf.org/viaf/106493046
"Snowdon, Captain",8628,
"Snyder, Carrie",11954; 9931,http://viaf.org/viaf/315222634
"Sobel, Dava",11177,"https://viaf.org/viaf/49306241/#Sobel,_Dava,_1947-...."
"Soderstrom, Mary",12897,http://viaf.org/viaf/6242575
"Soffer, Virginie",12895,
"Sokatch, Daniel",11845,"https://viaf.org/viaf/23163628720923461527/#Sokatch,_Daniel"
Sol,13719; 13720; 13721; 13722; 13723; 13724; 13725; 13726; 13727; 13728; 13729; 13730; 13731; 13732,
"Sol, Adam",9648,http://viaf.org/viaf/11077686
"Solie, Karen",8234; 9508,http://viaf.org/viaf/90935934
"Solnit, Rebecca",8501,http://viaf.org/viaf/41972193
"Solomon, Anjalica",13721,
"Solomon, Misha",12109,http://viaf.org/viaf/19160208386348620534
"Solomon, Rachelle",12711; 12812,
"Soloy, Lauren",11417,http://viaf.org/viaf/56156563434723241012
Some Sum,10484,
"Some Sum (Summers, Ryan)",10486,
Some-Sum,10482,https://www.facebook.com/1SomeSum/
"Somers, Sandi",9080,
"Sommer, Anna",10227,http://viaf.org/viaf/98385214
"Sonik, Madeline",8594; 8615; 9055,http://viaf.org/viaf/18453258
"Sonuga, Titilope",13757; 13838; 8155; 9125; 9479,"http://viaf.org/viaf/13160422853968030278; https://viaf.org/viaf/13160422853968030278/#Sonuga,_Titilope,_1985-"
"Sookfong Lee, Jen",11963; 13469; 8851,http://viaf.org/viaf/2437834; http://viaf.org/viaf/24378348
"Soon, Michelle",11559; 11563; 11654,
"Sorbie, Anne",9023; 9127,http://viaf.org/viaf/152405441
"Sorg, Arley",10296,
"Sorge, Bernice Angeline",11230,
"Sosa Velasquez, Maida",9619; 9683,
"Sosa-Valazques, Maida",9616,
"Sosa-Velazquez, Maida",10021; 9582,
"Sosnowsky, Cathy",8577,http://viaf.org/viaf/115159105081006400588
"Sotto, Marie",13888,
"Souaid, Carolyn",8349; 8503,http://viaf.org/viaf/53641092
"Souaid, Carolyn Marie",13656; 8180,http://viaf.org/viaf/53641092
"Soubry, Bernard",12787,
"Souder, Vivian",11649,
SoulSis Aiesha,13886,
Sound of Separation,13665,
"Soutar, Annabel",13957,http://viaf.org/viaf/254986450
"Sow, Aminatou",12573; 9479,"http://viaf.org/viaf/1733160310479258300004; https://viaf.org/viaf/1733160310479258300004/#Sow,_Aminatou"
"Spade, Keeshig",8894,http://viaf.org/viaf/6156219025104741645
"Spade, Robert",8894,http://viaf.org/viaf/10156219321104742264
"Spahr, Juliana",9565,
"Spain, Chy Ryan",10477,"https://viaf.org/viaf/21165106508836450842/#Spain,_Chy_Ryan"
"Sparks, Nicholas",13032, http://viaf.org/viaf/117604749
"Spathelfer, Teoni",11400,"https://viaf.org/viaf/9161390713858261764/#Spathelfer,_Teoni,_1963-"
"Spears, Steve",8269,
"Specht, Marie",9122,
"Spector, Mark",9479,"https://viaf.org/viaf/316744305/#Spector,_Mark,_1965-"
"Spector, Shira",10522,"https://viaf.org/viaf/23161997085544431811/#Spector,_Shira"
"Spenst, Kevin",10399; 10585; 10830; 11822; 12111; 13529; 13532; 13786; 8389; 8648; 9054; 9083; 9376,"http://viaf.org/viaf/314894156; https://viaf.org/viaf/314894156/#Spenst,_Kevin,_1971-"
"Spidell, Heather",10254,
"Spillett-Sumner, Tasha",12293; 12327; 12384,http://viaf.org/viaf/9153470886645081447
Spillious,13742,
"Spinosa, Dani",11945; 13663,"http://viaf.org/viaf/38152138520710980525; https://viaf.org/viaf/38152138520710980525/#Spinosa,_Dani,_1986-"
"Spitz, Chantal",13977,http://viaf.org/viaf/7442638
"Spoon, Rae",8447,http://viaf.org/viaf/102826206
"Sprecht, Marie Metaphor",13819,
"Springer, Nancy",12662,http://viaf.org/viaf/41907010
"Spurway, Amy",11051; 8901; 8905; 9670,"http://viaf.org/viaf/6153713801758661570; https://viaf.org/viaf/6153713801758661570/#Spurway,_Amy,_1976-"
"Sralla, Patty Sandoval",11834,
"St-Aubin, Bruno",12697,http://viaf.org/viaf/39320635
"St-Hilaire, William",13943,http://viaf.org/viaf/71632541
"St. Bernard, Donna-Michelle",8956; 8959; 9331,http://viaf.org/viaf/169584442
"St. John Mandel, Emily",8757; 9342,http://viaf.org/viaf/26544203
"St.Félix, Doreen",9500,https://www.wikidata.org/w/index.php?title=Q25344427&oldid=1588718903
"Stacey, Micheal",9703,
"Stahr, Celia",12501,http://viaf.org/viaf/75685909
"Stallings, A.E.",9508,http://viaf.org/viaf/38709449
"Stallworthy, Bob",9933,http://viaf.org/viaf/48570819
"Stansfield, R. E.",10615,http://viaf.org/viaf/105683060
"Stanton, Marlene",11050,http://viaf.org/viaf/28156495397317561981
"Staples, Dennis",11759,http://viaf.org/viaf/47155707004722410558
"Stapley, Marissa",10311; 10477; 9656,"http://viaf.org/viaf/308228225; https://viaf.org/viaf/308228225/#Stapley,_Marissa"
"Starblanket, Gina",10558,http://viaf.org/viaf/40155830454133070765
"Starnino, Carmine",12049; 8343; 8918; 8919; 8921; 8923; 8951; 8952; 8953; 8963; 9687; 9692; 9945,http://viaf.org/viaf/15011085
"Starr, Ellen Carey",11900,
"Staudt, Kaitlin",10142,http://viaf.org/viaf/421154590086343080279
"Stauffer, Vanessa",9678,
"Staunton, Ted",10390; 10477; 12027,"http://viaf.org/viaf/18631368/#Staunton,_Ted,_1956-....; https://viaf.org/viaf/18631368/#Staunton,_Ted,_1956-...."
"Stebner, Kevin",9086,http://viaf.org/viaf/12163457002804815642
"Stedman, Chris",8443,http://viaf.org/viaf/250838204
"Steel, Rosalind",11223,
"Steeves, Andrew",12425,http://viaf.org/viaf/6723599
"Steeves, JJ",9954,https://jjsteeves.com/about
"Steffler, John",9376,http://viaf.org/viaf/19760862
"Stehn, Antje",11649,"https://viaf.org/viaf/253108705/#Stehn,_Antje_1962-"
"Stein, Carla",11828; 13493; 13642,http://viaf.org/viaf/23169858293978000540
"Stein, Leslie",8497,http://viaf.org/viaf/171970795
"Steinberg, David",12353,http://viaf.org/viaf/170679287
"Steinberg, Myriam",10863; 13324; 13327; 9874,http://viaf.org/viaf/21159818754713812149
"Steinberg, Naomi",8184,
"Steinfeld, J.J.",10075,http://viaf.org/viaf/113930101
"Steinwand, Tammy",11382,
"Stenson, Susan",8377,http://viaf.org/viaf/14114472
"Stepanic, Matthew",11169,
"Stephanie, Roberts",11503,http://viaf.org/viaf/146823817
"Sterlin, Joshua",8222,
Sterling,8462,
"Sterling, Hollie",8457,
"Sternberg, Barbara",9833; 9836,"http://viaf.org/viaf/102763604/#Sternberg,_Barbara"
"Sternberg, Samantha",10792,http://viaf.org/viaf/10154257789724150815
"Sterne, Jonathan",12226,http://viaf.org/viaf/40597438
"Sterns, Kate",9568,http://viaf.org/viaf/58267164
"Sterritt, Angela",11595,
"Steski, Carol",13671,http://viaf.org/viaf/38160725842810182780
"Steski, Carol Harvey",9243,http://viaf.org/viaf/38160725842810182780
"Stevens, Chevy",10168,http://viaf.org/viaf/102929448
"Stevens, Yuan",13030,
"Stevenson, Richard",13854; 13864,http://viaf.org/viaf/28507278
"Stevenson, Robin",13499; 8463, http://viaf.org/viaf/6271159478102027990000; http://viaf.org/viaf/86698870
"Steves, Rick",10423,"http://viaf.org/viaf/84491241/#Steves,_Rick,_1955-"
"Stewart, Janet",12263,https://en.wikipedia.org/wiki/Janet_Stewart_(broadcaster)
"Stewart, Jeremy",9103,http://viaf.org/viaf/102869840
"Stewart, Pam",13821,
"Stewart, Sarah",10859,http://viaf.org/viaf/106172283
"Stewen, Lawrence",10296; 10299,
"Stickland, Eugene",9069; 9101,http://viaf.org/viaf/17119587
"Stiller, Karen",14134,http://viaf.org/viaf/156148449518715690163
"Stinchcomb, Jan",8167,
"Stinson, Kathy",11429; 11500; 13425,http://viaf.org/viaf/67820412
"Stintzi, John Elizabeth",11118; 8748; 9094; 9288; 9344; 9352,"http://viaf.org/viaf/24156760346440850725; https://viaf.org/viaf/24156760346440850725/#Stintzi,_John_Elizabeth"
"Stinzi, John Elizabeth",9091,http://viaf.org/viaf/24156760346440850725
"Stirling, Shane",10524,
"Stocking, Sophie",10045,http://viaf.org/viaf/31156219063804741712
"Stocklassa, Jan",12496,http://viaf.org/viaf/61528074
"Stockwell, Meagan",8882,
"Stokes, Denis",10038; 9712,http://viaf.org/viaf/104715193
"Stoller, Justin",11219; 11220,
"Stoller, Matt",12997,http://viaf.org/viaf/40155563949713000481
"Stone, Anne",11122; 9475; 9476,"https://viaf.org/viaf/39017213/#Stone,_Anne,_1969-"
"Stone, D. K.",10421,"http://viaf.org/viaf/226144782704273065741/#Stone,_D._K.,_1973-"
"Stone, Danika",13407,http://viaf.org/viaf/111145003303961300953
"Stone, Eddie",12938; 12950; 12952,http://viaf.org/viaf/306378852
"Stone, Tiffany",8646; 9888,http://viaf.org/viaf/66210100
"Stonehouse, Cathy",8641; 8674,http://viaf.org/viaf/42174913
"Stones, David",9771,
Stong Jesse,9840,
"Storms, Patricia",10477,"https://viaf.org/viaf/14220414/#Storms,_Patricia"
"Strachan, Larry",12236,
"Strang, Catriona",12092,http://viaf.org/viaf/46001359
"Strapagiel, Lauren",8453,
"Stratford, Madeleine",8919,http://viaf.org/viaf/317025016
"Strathman, Samuel",10140; 10286,http://viaf.org/viaf/69164295422608412598
"Stratis, Niko",11168,
"Streeter, PG",10285,
"Streit, David",11034,
"Strong, Graham",8871,
"Strube, Cordelia",11252; 8977; 9550,"http://viaf.org/viaf/14017198; https://viaf.org/viaf/14017198/#Strube,_Cordelia,_1960-"
"Strube, Cornelia",8801,"Strube, Cornelia "
"Stuart, Amy",11233; 9329; 9371; 9927,"http://viaf.org/viaf/330144647660868179720; https://viaf.org/viaf/330144647660868179720/#Stuart,_Amy,_1975-"
"Stuart, Douglas",8938; 9812, http://viaf.org/viaf/8156809518045121779; http://viaf.org/viaf/8156809518045121779
"Stuart, John",11769,
"Stuart, John ""Triangles""",11768,
"Stursberg, Richard",11844,"https://viaf.org/viaf/232763455/#Stursberg,_Richard,_1947-"
"Subedi, Prakash",11463,
"Sugita, Sho",10143,http://viaf.org/viaf/13157340614809921851
"Suhall, Sarah",13642,
"Suk, Sarah",10377,"http://viaf.org/viaf/21159939308825250423/#Suk,_Sarah"
"Sulaiman, Sonia",13909,
"Sullivan, Andrew F.",10288,http://viaf.org/viaf/305204626
"Sullivan, Rosemary",9666,"https://viaf.org/viaf/7436967/#Sullivan,_Rosemary,_1947-"
Sulva,13575; 13577; 13724; 13812; 13870,
"Summer, James",8421,
"Summers, Courtney",10377; 13400,"http://viaf.org/viaf/53625616; http://viaf.org/viaf/53625616/#Summers,_Courtney,_1986-"
"Sunchild-Peterson, Debbie",13057,
"Sunshine Bunch, The",12992,
"Sunshine Eagle, Priscilla",13627,
"Sunstrum, Kimberly",9351,
"Sur, Sanchari",10588; 11307; 11666,http://viaf.org/viaf/4161816255027721089
"Surani, Moez",9677,http://viaf.org/viaf/102882321
"Surette, Denis",10229; 10386,
"Surette, Jean",10386,
"Suri, Timea Wharton",8795,
"Surkan, Neil",12060; 13495; 9889,http://viaf.org/viaf/5153182640126790340
"Susskind, Daniel",12520,http://viaf.org/viaf/194145003300061301502
"Sutherland, Camilla",10142,http://viaf.org/viaf/23153953293805562939
"Sutherland, Fraser",9607,http://viaf.org/viaf/44421846
"Sutherland, Joel A",10392,"http://viaf.org/viaf/107910096/#Sutherland,_Joel_A.,_1980-"
"Sutherland, Joel A.",11405; 12391,http://viaf.org/viaf/107910096
"Sutherland, Kate",8300; 8303,"http://viaf.org/viaf/28791828; http://viaf.org/viaf/28791828/#Sutherland,_Kate,_1966-"
"Sutherland, Suzanne",11219; 11220,"https://viaf.org/viaf/249146936815713782583/#Sutherland,_Suzanne"
"Suttcliffe, Mark",9295,
"Sutter, Sandra",11847,
"Sutterfield, Allen",10022; 9685; 9879,http://viaf.org/viaf/104443452
"Sutton, Malcolm",9677,http://viaf.org/viaf/106636704
"Svensson, Patrik",12511,http://viaf.org/viaf/17400402
"Swami, Sridala",10895,http://viaf.org/viaf/307436413
"Swan, Dane",10042; 10153; 9015,http://viaf.org/viaf/160275774
"Swan, Susan",11306; 12342,http://viaf.org/viaf/99144150
"Swanson, Anna",9844,http://viaf.org/viaf/106748933
"Swanson, John",11616,http://viaf.org/viaf/15157882862860441760
"Swart, Laura",9122,http://viaf.org/viaf/4146634416741931690
"Sweatman, Margaret",13214,http://viaf.org/viaf/11797284
"Swedowsky, Christine",13976,
"Sweeney, Heather",12097,http://viaf.org/viaf/32159335173812960981
"Sweet, John Arthur",11768; 8176; 8180,
"Swift, Jamie",10192; 13026,http://viaf.org/viaf/51932627
"Sycamore, Mattilda Bernstein",13946; 8447,http://viaf.org/viaf/21478307
"Syed, Anoosha",12029,http://viaf.org/viaf/115148703985536930549
"Syliboy, Alan",12030; 12033; 12036,http://viaf.org/viaf/4398514
"Sylliboy, Michelle",12036; 9829,http://viaf.org/viaf/13154739804952991222
"Sylvain, Véronique",11674; 8246,http://viaf.org/viaf/7156856201449600826
"Sylvester, Basil",13427; 8454; 9438,http://viaf.org/viaf/35160307241957740592
"Sylvester, Kevin",11975; 12383; 13427; 8454; 8518; 9438; 9631,"http://viaf.org/viaf/14508306; https://viaf.org/viaf/14508306/#Sylvester,_Kevin."
"Sylvestre, Olivier",8961,http://viaf.org/viaf/315590679
"Szabo-Jones, Lisa",12787,http://viaf.org/viaf/311457236
"Szczepaniak, Angela",11784; 8184,http://viaf.org/viaf/91096022
"Sze, Gillian",10477; 11506; 8345,"http://viaf.org/viaf/2457160486109305180001; https://viaf.org/viaf/2457160486109305180001/#Sze,_Gillian,_1985-"
"Szpara, K.M.",11696,http://viaf.org/viaf/33153124230124490103
"Szperling, Cecilia",13983,http://viaf.org/viaf/75925997
"Sánchez, Alberto Ruy",12923,http://viaf.org/viaf/73900960
"Sánchez, Aymara Alvarado",13623,
T-Bai,13870; 13884,
"T., Ashley",11763,
Tab CA,10482,
"Tabanera, Maribeth",10588,
"Tabobondung, Rebeka",7937,http://viaf.org/viaf/98161272251147442871
"Tacon, Claire",11966,http://viaf.org/viaf/171964889
"Tad-y, Steffi",10917; 13630; 13646; 13648,"http://viaf.org/viaf/5157222796384972032; https://viaf.org/viaf/5157222796384972032/#Tad-y,_Steffi"
"Taddeo, Lisa",13004,http://viaf.org/viaf/4153953176905561293
"Tadjo, Véronique",12705,http://viaf.org/viaf/114383785
"Tagore, Shaunga",8426,
"Tait, Lynn",10152,http://viaf.org/viaf/102769692
"Talaga, Tanya",11289; 11302; 11331,"https://viaf.org/viaf/45149841914802841482/#Talaga,_Tanya"
"Talero, Emma",12482,
"Taliwah, Tali",8348,
"Tallo, Katie",9329; 9546; 9626,"http://viaf.org/viaf/179342584; https://viaf.org/viaf/179342584/#Tallo,_Katie."
"Tamaki, Jillian",10370; 8948; 8966,http://viaf.org/viaf/12639111; http://viaf.org/viaf/305864756; http://viaf.org/viaf/34115009
"Tamale, Sylvia",12346,http://viaf.org/viaf/2698137
"Tamez, Margo",9871,http://viaf.org/viaf/31911025
"Tan, Amy",8468,
"Tan, Eddy Boudel",9867,http://viaf.org/viaf/44157467897522321340
"Tan, Jennifer",13673,
"Tan, Sue Lynn",9663,"https://viaf.org/viaf/105164188026118202819/#Tan,_Sue_Lynn"
"Tanaka, Candie",8716,http://viaf.org/viaf/163574272
"Tanaka, Sho",8628,
"Tanenhaus, Sam",13354,http://viaf.org/viaf/49368065
"Tankard, Hermione",13395; 9543,"http://viaf.org/viaf/107159032570901180882; https://viaf.org/viaf/107159032570901180882/#Tankard,_Hermione"
"Tankard, Jeremy",13395; 9543,"http://viaf.org/viaf/6815982; https://viaf.org/viaf/6815982/#Tankard,_Jeremy"
"Tannahill, Jordan",13365,http://viaf.org/viaf/305358933
"Tannous, Nathalie",13960,
"Tapiero, Olivia",13922,http://viaf.org/viaf/102897663
"Tapper, Jake",12929,http://viaf.org/viaf/6729757
"Tarachansky, Lia",8306,
"Tarasoff, Larissa",8238,
"Tareq El Bechelany-Lynch, Eli",10263; 10359; 11833; 13619; 13933; 8228; 8465; 8525; 8587; 9105; 9498; 9575; 9858; 9955,"http://viaf.org/viaf/97158669738727200585; http://viaf.org/viaf/97158669738727200585/#Tareq_El_Bechelany-Lynch,_Eli"
"Tate, Bronwen",11155,"https://viaf.org/viaf/56406212/#Tate,_Bronwen"
"Tater, Mallory",8620,http://viaf.org/viaf/12151654668808281650
"Tattrie, Jon",10796; 12033; 9740; 9741; 9801,"http://viaf.org/viaf/102824876; https://viaf.org/viaf/102824876/#Tattrie,_Jon"
"Taubira, Christiane",13989,http://viaf.org/viaf/161075579
"Tavares, Gonçalo M.",13992; 8940,http://viaf.org/viaf/102309765
Tawahum,13742,
"Tawakoli, Baqir",8807,
"Tawil, Rana",9497,
Taylah,8462,
"Tayler, Felicity",12238,http://viaf.org/viaf/135137837
"Taylor, Alex",8679,
"Taylor, Charles",13029,http://viaf.org/viaf/109473057
"Taylor, Drew Hayden",10062; 10477; 12685; 13152; 9414,"http://viaf.org/viaf/117652702; https://viaf.org/viaf/117652702/#Taylor,_Drew_Hayden,_1962-"
"Taylor, Jess",10298,http://viaf.org/viaf/317096450
"Taylor, Josh",12028; 12029,
"Taylor, K.P.",8222,
"Taylor, Kate",8841,http://viaf.org/viaf/177657934
"Taylor, Paul",10419,
"Taylor, Rachel",9831,
"Taylor, Rae Marie",13609,http://viaf.org/viaf/316951237
"Taylor, Rob",11155; 13480; 8667; 8679; 9698,http://viaf.org/viaf/137167537
"Taylor, Sylvia",12580; 13472,http://viaf.org/viaf/258921484
"Taylor, Timothy",9012,http://viaf.org/viaf/119520014
"Taylor, Wanda",10106; 13908,http://viaf.org/viaf/310611168
"Taylor, Wanda Lauren",8678,
"Taylor, Yuval",12502,http://viaf.org/viaf/7557925
"Taylor-Davidson, Sue",11443; 11452; 11454,http://viaf.org/viaf/1163628841323462603
"Teed, Dan",13040,
"Teeluck, Julia",10152,
"Tegenkamp, Diana Hope",10817; 13301,http://viaf.org/viaf/106073009; http://viaf.org/viaf/9161816390927722332
"Teillet, Jean",10427,"http://viaf.org/viaf/7281157342852210100004/#Teillet,_Jean,_1953-"
"Telfer, Geordie",9271,http://viaf.org/viaf/106686853
"Temitayo M., Apanaki",10534,
"Tempo, Kit",13742,
"Tennant, Jamie",8837; 9998,http://viaf.org/viaf/29146936675813781209
"Tenumah, Alero",11027,
"Teodoro, José",10404; 10405,http://viaf.org/viaf/106488179
"Terpstra, John",8573,http://viaf.org/viaf/31865233
"Terrana, Diane",10376; 10377; 13660,"http://viaf.org/viaf/155155104030776202538; http://viaf.org/viaf/155155104030776202538/#Terrana,_Diane,_1951-"
"Tessier, Corinne",11900,
"Tessier, Liz",13673,
"Thammavongsa, Souvankham",10103; 11631; 12522; 12921; 8527; 8563; 8627; 8899; 8903; 8905; 8917; 9250; 9344; 9693; 9815; 9848, http://viaf.org/viaf/9550298; http://viaf.org/viaf/9550298
"Thandhi, Raj",8673,
"Thatcher, Christina",12107,http://viaf.org/viaf/193145541825596601559
"Thayer, A.P.",8167,
The Artist Keyana,10107,http://viaf.org/viaf/141143233
"The Artist, Keyana",10257; 10258,
The Haughian Brothers Band,10132,
The Noble Savage,13694,
The Northwest Kid,13762,
"Theis, Leona",10459; 13302,http://viaf.org/viaf/19572029
"Theodore, Bobby",8961,http://viaf.org/viaf/35685148
"Theroux, Paul",9366,http://viaf.org/viaf/34463664
"Thesen, Sharon",9108,http://viaf.org/viaf/115694373
"Thibaudeau, Colleen",11571; 8326,http://viaf.org/viaf/28620363
"Thibault, André",10401,http://viaf.org/viaf/206145003315261300975
"Thibault, Simon",10728,http://viaf.org/viaf/80151171005939091696
"Thicke, Shawn",11767,
"Thiel, Gloria",11461; 11464; 11555; 11560; 11562,
